Tabelle: 62231-0001
Indices of agreed earnings, weekly working hours:;;;;;;;;;
Germany, months, economic activities;;;;;;;;;
Monthly index of agreed earnings and working hours;;;;;;;;;;;;;;;
Germany;;;;;;;;;;;;;;;
;;;;Index coll. agreed hourly earnings without sp.pay.;;Index coll. agreed hourly earnings with sp.pay.;;Index coll. agreed monthly earnings without sp.pay;;Index coll. agreed monthly earnings with sp.pay.;;Index of collectively agreed weekly working hours;;Average collectively agreed weekly working hours;
;;;;2020=100;2020=100;2020=100;2020=100;2020=100;2020=100;2020=100;2020=100;2020=100;2020=100;h;h
;;;February;100.7;e;93.4;e;100.7;e;93.4;e;100.0;e;37.7;e
;;;March;100.8;e;93.5;e;100.8;e;93.5;e;100.0;e;37.7;e
;;;April;100.8;e;93.5;e;100.8;e;93.5;e;100.0;e;37.7;e
;;;May;100.8;e;93.5;e;100.8;e;93.5;e;100.0;e;37.7;e
;;;June;100.8;e;128.8;e;100.8;e;128.8;e;100.0;e;37.7;e
;;;July;100.9;e;96.4;e;100.9;e;96.4;e;100.0;e;37.7;e
;;;August;100.9;e;94.4;e;100.9;e;94.4;e;100.0;e;37.7;e
;;;September;100.9;e;93.8;e;100.9;e;93.8;e;100.0;e;37.7;e
;;;October;100.9;e;94.4;e;100.9;e;94.4;e;100.0;e;37.7;e
;;;November;101.0;e;139.2;e;101.0;e;139.2;e;100.0;e;37.7;e
;;;December;102.6;e;103.9;e;102.6;e;103.9;e;100.0;e;37.7;e
;;2022;January;102.6;e;96.1;e;102.6;e;96.1;e;100.0;e;37.7;e
;;;February;103.2;e;97.8;e;103.2;e;97.8;e;100.0;e;37.7;e
;;;March;103.3;e;95.8;e;103.3;e;95.8;e;100.0;e;37.7;e
;;;April;103.7;e;96.2;e;103.7;e;96.2;e;100.0;e;37.7;e
;;;May;104.3;e;97.8;e;104.3;e;97.8;e;100.0;e;37.7;e
;;;June;104.3;e;131.7;e;104.3;e;131.7;e;100.0;e;37.7;e
;;;July;104.4;e;100.4;e;104.4;e;100.4;e;100.0;e;37.7;e
;;;August;104.5;e;97.1;e;104.5;e;97.1;e;100.0;e;37.7;e
;;;September;104.5;e;96.9;e;104.5;e;96.9;e;100.0;e;37.7;e
;;;October;104.6;e;97.0;e;104.6;e;97.0;e;100.0;e;37.7;e
;;;November;104.6;e;143.7;e;104.6;e;143.7;e;100.0;e;37.7;e
;;;December;104.6;e;101.7;e;104.6;e;101.7;e;100.0;e;37.7;e
;;2023;January;104.9;e;101.0;e;104.9;e;101.0;e;100.0;e;37.7;e
;;;February;104.9;e;100.9;e;104.9;e;100.9;e;100.0;e;37.7;e
;;;March;105.0;e;97.6;e;105.0;e;97.6;e;100.0;e;37.7;e
;;;April;105.0;e;97.4;e;105.0;e;97.4;e;100.0;e;37.7;e
;;;May;105.0;e;97.6;e;105.0;e;97.6;e;100.0;e;37.7;e
;;;June;105.7;e;133.7;e;105.6;e;133.7;e;100.0;e;37.7;e
;;;July;105.7;e;104.7;e;105.7;e;104.7;e;100.0;e;37.7;e
;;;August;105.8;e;98.1;e;105.8;e;98.1;e;100.0;e;37.7;e
;;;September;105.8;e;98.1;e;105.8;e;98.1;e;100.0;e;37.7;e
;;;October;105.8;e;98.2;e;105.8;e;98.2;e;100.0;e;37.7;e
;;;November;106.3;e;145.9;e;106.2;e;145.9;e;100.0;e;37.7;e
;;;December;106.3;e;103.4;e;106.2;e;103.4;e;100.0;e;37.7;e
;;2024;January;106.4;e;100.9;e;106.4;e;100.9;e;100.0;e;37.7;e
;;;February;106.4;e;103.7;e;106.4;e;103.7;e;100.0;e;37.7;e
;;;March;106.5;e;100.3;e;106.4;e;100.3;e;100.0;e;37.7;e
;;;April;106.5;e;100.5;e;106.5;e;100.5;e;100.0;e;37.7;e
;;;May;106.9;e;99.1;e;106.9;e;99.1;e;100.0;e;37.7;e
;;;June;106.9;e;135.5;e;106.9;e;135.5;e;100.0;e;37.7;e
;;;July;108.5;e;114.9;e;108.5;e;114.9;e;100.0;e;37.7;e
;;;August;112.7;e;135.6;e;112.5;e;135.4;e;99.8;e;37.7;e
;;;September;114.0;e;127.0;e;113.8;e;126.8;e;99.8;e;37.7;e
;;;October;114.5;e;106.2;e;114.4;e;106.1;e;99.8;e;37.7;e
;;;November;114.5;e;156.7;e;114.4;e;156.4;e;99.8;e;37.7;e
;;;December;...;;...;;...;;...;;...;;...;
WZ08-45;Wholesale, retail trade, repair of motor vehicles;2010;January;76.6;e;70.7;e;76.6;e;70.7;e;100.0;e;36.4;e
;;;February;76.6;e;70.7;e;76.6;e;70.7;e;100.0;e;36.4;e
;;;March;76.6;e;70.7;e;76.6;e;70.7;e;100.0;e;36.4;e
;;;April;76.6;e;70.7;e;76.6;e;70.7;e;100.0;e;36.4;e
;;;May;76.6;e;70.7;e;76.6;e;70.7;e;100.0;e;36.4;e
;;;June;77.0;e;104.6;e;77.0;e;104.5;e;100.0;e;36.4;e
;;;July;77.0;e;71.3;e;77.0;e;71.3;e;100.0;e;36.4;e
;;;August;77.0;e;71.1;e;77.0;e;71.1;e;100.0;e;36.4;e
;;;September;77.0;e;71.1;e;77.0;e;71.1;e;100.0;e;36.4;e
;;;October;77.0;e;72.1;e;77.0;e;72.1;e;100.0;e;36.4;e
;;;November;77.0;e;106.2;e;77.0;e;106.2;e;100.0;e;36.4;e
;;;December;77.6;e;71.6;e;77.6;e;71.6;e;100.0;e;36.4;e
;;2011;January;77.9;e;71.9;e;77.9;e;71.9;e;100.0;e;36.4;e
;;;February;78.0;e;72.0;e;78.0;e;72.0;e;100.0;e;36.4;e
;;;March;78.0;e;72.0;e;78.0;e;72.0;e;100.0;e;36.4;e
;;;April;78.0;e;72.0;e;78.0;e;72.0;e;100.0;e;36.4;e
;;;May;78.0;e;72.0;e;78.0;e;72.0;e;100.0;e;36.4;e
;;;June;78.0;e;106.0;e;78.0;e;106.0;e;100.0;e;36.4;e
;;;July;79.2;e;73.0;e;79.2;e;73.0;e;100.0;e;36.4;e
;;;August;79.2;e;73.1;e;79.2;e;73.1;e;100.0;e;36.4;e
;;;September;79.2;e;73.1;e;79.2;e;73.1;e;100.0;e;36.4;e
;;;October;79.2;e;73.1;e;79.2;e;73.1;e;100.0;e;36.4;e
;;;November;79.2;e;109.1;e;79.2;e;109.1;e;100.0;e;36.4;e
;;;December;79.3;e;73.1;e;79.3;e;73.2;e;100.0;e;36.4;e
;;2012;January;79.8;e;73.6;e;79.8;e;73.6;e;100.0;e;36.4;e
;;;February;79.9;e;73.6;e;79.9;e;73.6;e;100.0;e;36.4;e
;;;March;79.9;e;73.6;e;79.9;e;73.6;e;100.0;e;36.4;e
;;;April;79.9;e;73.7;e;79.9;e;73.8;e;100.0;e;36.4;e
;;;May;80.6;e;74.8;e;80.6;e;74.8;e;100.0;e;36.4;e
;;;June;82.1;e;111.5;e;82.1;e;111.4;e;100.0;e;36.4;e
;;;July;82.1;e;75.7;e;82.1;e;75.7;e;100.0;e;36.4;e
;;;August;82.1;e;75.7;e;82.1;e;75.7;e;100.0;e;36.4;e
;;;September;82.1;e;75.7;e;82.1;e;75.7;e;100.0;e;36.4;e
;;;October;82.1;e;75.7;e;82.1;e;75.7;e;100.0;e;36.4;e
;;;November;82.1;e;113.1;e;82.1;e;113.1;e;100.0;e;36.4;e
;;;December;82.1;e;75.7;e;82.1;e;75.7;e;100.0;e;36.4;e
;;2013;January;82.1;e;75.7;e;82.1;e;75.7;e;100.0;e;36.4;e
;;;February;82.1;e;75.7;e;82.1;e;75.7;e;100.0;e;36.4;e
;;;March;82.4;e;76.2;e;82.4;e;76.3;e;100.0;e;36.4;e
;;;April;82.6;e;76.2;e;82.6;e;76.3;e;100.0;e;36.4;e
;;;May;82.6;e;76.2;e;82.6;e;76.3;e;100.0;e;36.4;e
;;;June;82.6;e;112.2;e;82.6;e;112.1;e;100.0;e;36.4;e
;;;July;83.2;e;77.0;e;83.2;e;77.0;e;100.0;e;36.4;e
;;;August;84.6;e;78.1;e;84.6;e;78.1;e;100.0;e;36.4;e
;;;September;84.6;e;78.0;e;84.6;e;78.0;e;100.0;e;36.4;e
;;;October;84.6;e;78.0;e;84.6;e;78.0;e;100.0;e;36.4;e
;;;November;84.5;e;116.5;e;84.5;e;116.5;e;100.0;e;36.5;e
;;;December;84.5;e;79.9;e;84.5;e;79.9;e;100.0;e;36.4;e
;;2014;January;84.9;e;78.3;e;84.9;e;78.3;e;100.0;e;36.4;e
;;;February;84.9;e;78.3;e;84.9;e;78.3;e;100.0;e;36.4;e
;;;March;84.9;e;78.3;e;84.9;e;78.3;e;100.0;e;36.4;e
;;;April;85.0;e;78.7;e;85.0;e;78.7;e;100.0;e;36.4;e
;;;May;85.0;e;78.4;e;85.0;e;78.5;e;100.0;e;36.4;e
;;;June;85.1;e;115.6;e;85.2;e;115.6;e;100.0;e;36.4;e
;;;July;85.1;e;78.6;e;85.2;e;78.6;e;100.0;e;36.4;e
;;;August;85.6;e;79.0;e;85.6;e;79.0;e;100.0;e;36.4;e
;;;September;85.6;e;79.0;e;85.6;e;79.0;e;100.0;e;36.4;e
;;;October;86.7;e;80.1;e;86.7;e;80.1;e;100.0;e;36.4;e
;;;November;86.7;e;117.6;e;86.7;e;117.6;e;100.0;e;36.4;e
;;;December;86.7;e;82.1;e;86.7;e;82.1;e;100.0;e;36.4;e
;;2015;January;86.8;e;80.5;e;86.8;e;80.5;e;100.0;e;36.8;e
;;;February;86.8;e;80.6;e;86.8;e;80.6;e;100.0;e;36.8;e
;;;March;86.9;e;80.8;e;86.9;e;80.8;e;100.0;e;36.8;e
;;;April;87.2;e;80.8;e;87.2;e;80.8;e;100.0;e;36.8;e
;;;May;87.2;e;80.8;e;87.2;e;80.8;e;100.0;e;36.8;e
;;;June;87.9;e;118.5;e;87.9;e;118.5;e;100.0;e;36.8;e
;;;July;88.6;e;82.6;e;88.6;e;82.6;e;100.0;e;36.8;e
;;;August;88.7;e;82.2;e;88.7;e;82.2;e;100.0;e;36.8;e
;;;September;88.8;e;82.5;e;88.8;e;82.5;e;100.0;e;36.8;e
;;;October;88.8;e;82.2;e;88.8;e;82.2;e;100.0;e;36.8;e
;;;November;88.8;e;118.4;e;88.8;e;118.4;e;100.0;e;36.8;e
;;;December;88.8;e;84.8;e;88.8;e;84.8;e;100.0;e;36.8;e
;;2016;January;88.9;e;82.3;e;88.9;e;82.3;e;100.0;e;36.8;e
;;;February;88.9;e;82.3;e;88.9;e;82.3;e;100.0;e;36.8;e
;;;March;89.4;e;83.8;e;89.4;e;83.8;e;100.0;e;36.8;e
;;;April;89.4;e;83.0;e;89.4;e;83.0;e;100.0;e;36.8;e
;;;May;89.6;e;83.0;e;89.6;e;83.0;e;100.0;e;36.8;e
;;;June;89.6;e;120.8;e;89.6;e;120.8;e;100.0;e;36.8;e
;;;July;89.8;e;83.5;e;89.8;e;83.5;e;100.0;e;36.8;e
;;;August;89.8;e;83.2;e;89.8;e;83.2;e;100.0;e;36.8;e
;;;September;90.5;e;84.4;e;90.5;e;84.4;e;100.0;e;36.8;e
;;;October;91.4;e;84.6;e;91.4;e;84.6;e;100.0;e;36.8;e
;;;November;91.7;e;122.2;e;91.7;e;122.2;e;100.0;e;36.8;e
;;;December;91.7;e;87.5;e;91.7;e;87.5;e;100.0;e;36.8;e
;;2017;January;91.9;e;85.1;e;91.9;e;85.1;e;100.0;e;36.8;e
;;;February;91.9;e;85.1;e;91.9;e;85.1;e;100.0;e;36.8;e
;;;March;91.9;e;85.1;e;91.9;e;85.1;e;100.0;e;36.8;e
;;;April;92.1;e;85.2;e;92.1;e;85.2;e;100.0;e;36.8;e
;;;May;92.1;e;85.2;e;92.1;e;85.2;e;100.0;e;36.8;e
;;;June;92.1;e;124.2;e;92.1;e;124.2;e;100.0;e;36.8;e
;;;July;92.5;e;86.1;e;92.5;e;86.1;e;100.0;e;36.8;e
;;;August;93.8;e;88.5;e;93.8;e;88.5;e;100.0;e;36.8;e
;;;September;93.8;e;86.9;e;93.8;e;86.9;e;100.0;e;36.8;e
;;;October;93.8;e;86.9;e;93.8;e;86.9;e;100.0;e;36.8;e
;;;November;93.8;e;125.0;e;93.8;e;125.0;e;100.0;e;36.8;e
;;;December;94.0;e;90.4;e;94.0;e;90.4;e;100.0;e;36.8;e
;;2018;January;94.0;e;87.1;e;94.0;e;87.1;e;100.0;e;36.8;e
;;;February;94.0;e;87.1;e;94.0;e;87.1;e;100.0;e;36.8;e
;;;March;94.2;e;87.6;e;94.2;e;87.6;e;100.0;e;36.8;e
;;;April;94.5;e;87.6;e;94.5;e;87.6;e;100.0;e;36.8;e
;;;May;94.7;e;87.8;e;94.7;e;87.8;e;100.0;e;36.8;e
;;;June;94.9;e;128.2;e;94.9;e;128.2;e;100.0;e;36.8;e
;;;July;94.9;e;87.9;e;94.9;e;87.9;e;100.0;e;36.8;e
;;;August;95.3;e;88.8;e;95.3;e;88.9;e;100.0;e;36.8;e
;;;September;95.4;e;88.3;e;95.4;e;88.3;e;100.0;e;36.8;e
;;;October;96.0;e;88.9;e;96.0;e;88.9;e;100.0;e;36.8;e
;;;November;96.7;e;128.8;e;96.7;e;128.8;e;100.0;e;36.8;e
;;;December;96.7;e;92.2;e;96.7;e;92.2;e;100.0;e;36.8;e
;;2019;January;96.8;e;89.7;e;96.8;e;89.7;e;100.0;e;36.8;e
;;;February;96.8;e;89.7;e;96.8;e;89.7;e;100.0;e;36.8;e
;;;March;96.8;e;89.7;e;96.8;e;89.7;e;100.0;e;36.8;e
;;;April;96.9;e;89.7;e;96.9;e;89.7;e;100.0;e;36.8;e
;;;May;97.4;e;90.2;e;97.4;e;90.2;e;100.0;e;36.8;e
;;;June;97.4;e;131.4;e;97.4;e;131.4;e;100.0;e;36.8;e
;;;July;97.4;e;93.2;e;97.4;e;93.2;e;100.0;e;36.8;e
;;;August;98.9;e;93.8;e;98.9;e;93.8;e;100.0;e;36.8;e
;;;September;98.9;e;91.8;e;98.9;e;91.8;e;100.0;e;36.8;e
;;;October;99.0;e;92.3;e;99.0;e;92.3;e;100.0;e;36.8;e
;;;November;99.0;e;132.0;e;99.0;e;132.0;e;100.0;e;36.8;e
;;;December;99.1;e;94.6;e;99.1;e;94.6;e;100.0;e;36.8;e
;;2020;January;99.1;e;92.4;e;99.1;e;92.4;e;100.0;e;36.6;e
;;;February;99.1;e;92.3;e;99.1;e;92.3;e;100.0;e;36.6;e
;;;March;99.1;e;92.3;e;99.1;e;92.3;e;100.0;e;36.6;e
;;;April;99.1;e;92.3;e;99.1;e;92.3;e;100.0;e;36.6;e
;;;May;99.2;e;92.4;e;99.2;e;92.4;e;100.0;e;36.6;e
;;;June;99.5;e;136.6;e;99.5;e;136.6;e;100.0;e;36.6;e
;;;July;100.5;e;97.2;e;100.5;e;97.2;e;100.0;e;36.6;e
;;;August;100.9;e;94.1;e;100.9;e;94.1;e;100.0;e;36.6;e
;;;September;100.9;e;93.9;e;100.9;e;93.9;e;100.0;e;36.6;e
;;;October;100.9;e;94.0;e;100.9;e;94.0;e;100.0;e;36.6;e
;;;November;100.9;e;122.3;e;100.9;e;122.3;e;100.0;e;36.6;e
;;;December;100.9;e;100.1;e;100.9;e;100.1;e;100.0;e;36.6;e
;;2021;January;100.9;e;94.1;e;100.9;e;94.1;e;100.0;e;36.6;e
;;;February;100.9;e;94.0;e;100.9;e;94.0;e;100.0;e;36.6;e
;;;March;101.3;e;94.3;e;101.3;e;94.3;e;100.0;e;36.6;e
;;;April;101.3;e;94.3;e;101.3;e;94.3;e;100.0;e;36.6;e
;;;May;101.3;e;94.4;e;101.3;e;94.4;e;100.0;e;36.6;e
;;;June;101.3;e;140.3;e;101.3;e;140.3;e;100.0;e;36.6;e
;;;July;101.3;e;97.1;e;101.3;e;97.1;e;100.0;e;36.6;e
;;;August;101.3;e;100.9;e;101.3;e;100.9;e;100.0;e;36.6;e
;;;September;101.3;e;95.8;e;101.3;e;95.8;e;100.0;e;36.6;e
;;;October;101.3;e;95.2;e;101.3;e;95.2;e;100.0;e;36.6;e
;;;November;101.3;e;122.9;e;101.3;e;122.9;e;100.0;e;36.6;e
;;;December;101.6;e;101.2;e;101.6;e;101.2;e;100.0;e;36.6;e
;;2022;January;101.6;e;94.8;e;101.6;e;94.8;e;100.0;e;36.6;e
;;;February;103.0;e;97.7;e;103.0;e;97.7;e;100.0;e;36.6;e
;;;March;103.0;e;95.9;e;103.0;e;96.0;e;100.0;e;36.6;e
;;;April;103.1;e;96.0;e;103.1;e;96.0;e;100.0;e;36.6;e
;;;May;103.6;e;97.2;e;103.6;e;97.2;e;100.0;e;36.6;e
;;;June;103.6;e;142.1;e;103.6;e;142.1;e;100.0;e;36.6;e
;;;July;103.6;e;100.0;e;103.7;e;100.1;e;100.0;e;36.6;e
;;;August;103.7;e;97.0;e;103.7;e;97.0;e;100.0;e;36.6;e
;;;September;103.7;e;96.5;e;103.7;e;96.6;e;100.0;e;36.6;e
;;;October;103.7;e;96.5;e;103.7;e;96.6;e;100.0;e;36.6;e
;;;November;103.7;e;125.8;e;103.7;e;125.8;e;100.0;e;36.6;e
;;;December;103.7;e;102.7;e;103.7;e;102.7;e;100.0;e;36.6;e
;;2023;January;103.7;e;98.7;e;103.7;e;98.7;e;100.0;e;36.6;e
;;;February;103.7;e;101.1;e;103.7;e;101.2;e;100.0;e;36.6;e
;;;March;103.7;e;96.6;e;103.7;e;96.6;e;100.0;e;36.6;e
;;;April;104.2;e;97.1;e;104.2;e;97.1;e;100.0;e;36.6;e
;;;May;104.2;e;97.1;e;104.2;e;97.1;e;100.0;e;36.6;e
;;;June;104.8;e;143.8;e;104.8;e;143.8;e;100.0;e;36.6;e
;;;July;104.8;e;120.8;e;104.8;e;120.8;e;100.0;e;36.6;e
;;;August;104.8;e;97.7;e;104.8;e;97.7;e;100.0;e;36.6;e
;;;September;104.8;e;97.6;e;104.8;e;97.6;e;100.0;e;36.6;e
;;;October;104.8;e;97.6;e;104.8;e;97.6;e;100.0;e;36.6;e
;;;November;107.9;e;130.9;e;107.9;e;130.9;e;100.0;e;36.6;e
;;;December;107.9;e;106.9;e;107.9;e;106.9;e;100.0;e;36.6;e
;;2024;January;107.9;e;101.1;e;107.9;e;101.1;e;100.0;e;36.6;e
;;;February;107.9;e;105.7;e;107.9;e;105.7;e;100.0;e;36.6;e
;;;March;107.9;e;111.9;e;107.9;e;111.9;e;100.0;e;36.6;e
;;;April;108.1;e;113.3;e;108.1;e;113.4;e;100.0;e;36.6;e
;;;May;108.5;e;101.0;e;108.5;e;101.1;e;100.0;e;36.6;e
;;;June;108.5;e;149.0;e;108.5;e;149.0;e;100.0;e;36.6;e
;;;July;108.5;e;105.5;e;108.5;e;105.5;e;100.0;e;36.6;e
;;;August;108.9;e;104.2;e;108.9;e;104.2;e;100.0;e;36.6;e
;;;September;109.5;e;108.9;e;109.5;e;108.9;e;100.0;e;36.6;e
;;;October;113.0;e;105.3;e;113.0;e;105.3;e;100.0;e;36.6;e
;;;November;113.0;e;131.8;e;113.0;e;131.9;e;100.0;e;36.6;e
;;;December;...;;...;;...;;...;;...;;...;
WZ08-46;Wholesale trade, except motor vehicles,motorcycles;2010;January;78.4;e;74.2;e;78.4;e;74.2;e;100.0;e;38.0;e
;;;February;78.4;e;74.4;e;78.4;e;74.4;e;100.0;e;38.0;e
;;;March;78.4;e;74.2;e;78.4;e;74.2;e;100.0;e;38.0;e
;;;April;78.4;e;74.2;e;78.4;e;74.2;e;100.0;e;38.0;e
;;;May;78.5;e;74.9;e;78.5;e;74.8;e;100.0;e;38.0;e
;;;June;79.1;e;97.1;e;79.1;e;97.0;e;100.0;e;38.0;e
;;;July;79.2;e;75.0;e;79.3;e;75.0;e;100.0;e;38.0;e
;;;August;79.2;e;75.0;e;79.3;e;75.0;e;100.0;e;38.0;e
;;;September;79.2;e;77.4;e;79.3;e;77.6;e;100.0;e;38.0;e
;;;October;79.2;e;75.0;e;79.3;e;75.0;e;100.0;e;38.0;e
;;;November;79.2;e;101.9;e;79.3;e;101.9;e;100.0;e;38.0;e
;;;December;79.2;e;75.0;e;79.3;e;75.0;e;100.0;e;38.0;e
;;2011;January;79.3;e;75.0;e;79.3;e;75.1;e;100.0;e;38.0;e
;;;February;79.3;e;75.1;e;79.3;e;75.1;e;100.0;e;38.0;e
;;;March;79.3;e;75.1;e;79.3;e;75.1;e;100.0;e;38.0;e
;;;April;79.6;e;75.3;e;79.6;e;75.4;e;100.0;e;38.0;e
;;;May;80.0;e;75.7;e;80.0;e;75.7;e;100.0;e;38.0;e
;;;June;81.2;e;98.0;e;81.2;e;98.0;e;100.0;e;38.0;e
;;;July;81.5;e;77.1;e;81.5;e;77.1;e;100.0;e;38.0;e
;;;August;81.5;e;77.1;e;81.5;e;77.1;e;100.0;e;38.0;e
;;;September;81.5;e;77.1;e;81.5;e;77.1;e;100.0;e;38.0;e
;;;October;81.5;e;77.1;e;81.5;e;77.1;e;100.0;e;38.0;e
;;;November;81.5;e;104.6;e;81.5;e;104.6;e;100.0;e;38.0;e
;;;December;81.5;e;77.1;e;81.5;e;77.1;e;100.0;e;38.0;e
;;2012;January;81.5;e;77.1;e;81.5;e;77.1;e;100.0;e;38.0;e
;;;February;81.5;e;77.2;e;81.6;e;77.2;e;100.0;e;38.0;e
;;;March;81.6;e;77.2;e;81.7;e;77.3;e;100.0;e;38.0;e
;;;April;81.8;e;77.4;e;81.8;e;77.5;e;100.0;e;38.0;e
;;;May;82.5;e;78.1;e;82.4;e;78.2;e;100.0;e;38.0;e
;;;June;83.6;e;100.5;e;83.6;e;100.4;e;100.0;e;38.0;e
;;;July;83.6;e;79.1;e;83.6;e;79.1;e;100.0;e;38.0;e
;;;August;83.7;e;79.3;e;83.7;e;79.3;e;100.0;e;38.0;e
;;;September;83.7;e;79.3;e;83.7;e;79.3;e;100.0;e;38.0;e
;;;October;83.7;e;79.3;e;83.7;e;79.3;e;100.0;e;38.0;e
;;;November;83.7;e;107.6;e;83.7;e;107.5;e;100.0;e;38.0;e
;;;December;83.7;e;79.3;e;83.7;e;79.3;e;100.0;e;38.0;e
;;2013;January;83.8;e;79.3;e;83.8;e;79.3;e;100.0;e;38.0;e
;;;February;83.9;e;79.3;e;83.8;e;79.4;e;100.0;e;38.0;e
;;;March;83.9;e;79.3;e;83.8;e;79.4;e;100.0;e;38.0;e
;;;April;83.9;e;79.3;e;83.8;e;79.4;e;100.0;e;38.0;e
;;;May;83.9;e;79.3;e;83.8;e;79.4;e;100.0;e;38.0;e
;;;June;83.9;e;100.8;e;83.8;e;100.7;e;100.0;e;38.0;e
;;;July;86.1;e;81.8;e;86.1;e;81.9;e;100.0;e;38.0;e
;;;August;86.1;e;81.5;e;86.1;e;81.6;e;100.0;e;38.0;e
;;;September;86.1;e;81.5;e;86.1;e;81.6;e;100.0;e;38.0;e
;;;October;86.1;e;81.5;e;86.1;e;81.6;e;100.0;e;38.0;e
;;;November;86.1;e;110.3;e;86.1;e;110.3;e;100.0;e;38.0;e
;;;December;86.1;e;81.5;e;86.1;e;81.6;e;100.0;e;38.0;e
;;2014;January;86.2;e;81.6;e;86.2;e;81.7;e;100.0;e;38.0;e
;;;February;86.1;e;81.5;e;86.1;e;81.6;e;100.0;e;38.0;e
;;;March;86.4;e;81.8;e;86.3;e;81.8;e;100.0;e;38.0;e
;;;April;86.8;e;83.1;e;86.8;e;83.2;e;100.0;e;38.0;e
;;;May;88.0;e;84.3;e;87.9;e;84.5;e;100.0;e;38.0;e
;;;June;88.0;e;105.0;e;87.9;e;104.9;e;100.0;e;38.0;e
;;;July;88.0;e;83.3;e;87.9;e;83.3;e;100.0;e;38.0;e
;;;August;88.0;e;83.3;e;87.9;e;83.3;e;100.0;e;38.0;e
;;;September;88.0;e;83.3;e;87.9;e;83.3;e;100.0;e;38.0;e
;;;October;88.0;e;83.3;e;88.0;e;83.3;e;100.0;e;38.0;e
;;;November;88.0;e;112.7;e;88.0;e;112.6;e;100.0;e;38.0;e
;;;December;88.0;e;83.3;e;88.0;e;83.3;e;100.0;e;38.0;e
;;2015;January;88.0;e;82.5;e;88.0;e;82.5;e;100.0;e;37.8;e
;;;February;88.0;e;82.5;e;88.0;e;82.5;e;100.0;e;37.8;e
;;;March;88.0;e;83.2;e;88.0;e;83.2;e;100.0;e;37.8;e
;;;April;88.7;e;83.2;e;88.7;e;83.2;e;100.0;e;37.8;e
;;;May;88.8;e;83.3;e;88.8;e;83.3;e;100.0;e;37.8;e
;;;June;88.9;e;105.9;e;88.9;e;105.9;e;100.0;e;37.8;e
;;;July;90.0;e;84.6;e;90.0;e;84.6;e;100.0;e;37.8;e
;;;August;90.3;e;85.4;e;90.3;e;85.4;e;100.0;e;37.8;e
;;;September;90.4;e;84.9;e;90.4;e;84.9;e;100.0;e;37.8;e
;;;October;90.4;e;84.8;e;90.4;e;84.8;e;100.0;e;37.8;e
;;;November;90.4;e;123.2;e;90.4;e;123.2;e;100.0;e;37.8;e
;;;December;90.4;e;85.2;e;90.4;e;85.2;e;100.0;e;37.8;e
;;2016;January;90.4;e;84.8;e;90.4;e;84.8;e;100.0;e;37.8;e
;;;February;90.4;e;84.9;e;90.4;e;84.9;e;100.0;e;37.8;e
;;;March;90.4;e;84.8;e;90.4;e;84.8;e;100.0;e;37.8;e
;;;April;91.0;e;86.0;e;91.0;e;86.0;e;100.0;e;37.8;e
;;;May;91.6;e;86.1;e;91.6;e;86.1;e;100.0;e;37.8;e
;;;June;91.7;e;108.5;e;91.7;e;108.5;e;100.0;e;37.8;e
;;;July;92.1;e;87.0;e;92.1;e;87.0;e;100.0;e;37.8;e
;;;August;92.2;e;86.5;e;92.2;e;86.5;e;100.0;e;37.8;e
;;;September;92.4;e;86.6;e;92.4;e;86.6;e;100.0;e;37.8;e
;;;October;92.5;e;86.6;e;92.5;e;86.6;e;100.0;e;37.8;e
;;;November;92.5;e;125.9;e;92.5;e;125.9;e;100.0;e;37.8;e
;;;December;92.5;e;87.1;e;92.5;e;87.1;e;100.0;e;37.8;e
;;2017;January;92.5;e;86.8;e;92.5;e;86.8;e;100.0;e;37.8;e
;;;February;92.5;e;86.7;e;92.5;e;86.7;e;100.0;e;37.8;e
;;;March;92.5;e;86.7;e;92.5;e;86.7;e;100.0;e;37.8;e
;;;April;92.9;e;87.1;e;92.9;e;87.1;e;100.0;e;37.8;e
;;;May;92.9;e;87.1;e;92.9;e;87.1;e;100.0;e;37.8;e
;;;June;92.9;e;110.2;e;92.9;e;110.2;e;100.0;e;37.8;e
;;;July;93.5;e;87.7;e;93.5;e;87.7;e;100.0;e;37.8;e
;;;August;94.3;e;88.4;e;94.3;e;88.4;e;100.0;e;37.8;e
;;;September;94.4;e;88.6;e;94.4;e;88.6;e;100.0;e;37.8;e
;;;October;94.5;e;88.8;e;94.5;e;88.8;e;100.0;e;37.8;e
;;;November;94.5;e;128.7;e;94.5;e;128.7;e;100.0;e;37.8;e
;;;December;94.5;e;89.1;e;94.5;e;89.1;e;100.0;e;37.8;e
;;2018;January;94.6;e;88.9;e;94.6;e;88.9;e;100.0;e;37.8;e
;;;February;94.6;e;88.7;e;94.6;e;88.7;e;100.0;e;37.8;e
;;;March;94.6;e;89.1;e;94.6;e;89.1;e;100.0;e;37.8;e
;;;April;95.9;e;89.9;e;95.9;e;89.9;e;100.0;e;37.8;e
;;;May;96.7;e;90.7;e;96.7;e;90.7;e;100.0;e;37.8;e
;;;June;96.7;e;114.2;e;96.7;e;114.2;e;100.0;e;37.8;e
;;;July;96.7;e;90.7;e;96.7;e;90.7;e;100.0;e;37.8;e
;;;August;96.7;e;90.7;e;96.7;e;90.7;e;100.0;e;37.8;e
;;;September;96.7;e;90.7;e;96.7;e;90.7;e;100.0;e;37.8;e
